"pubid","member","year"
"29325830","Appelbaum, Frederick","2018"
"30576834","Bar, Merav","2018"
"30098393","Bar, Merav","2018"
"29935213","Bar, Merav","2018"
"29431743","Bar, Merav","2018"
"30537551","Boeckh, Michael","2018"
"30292744","Boeckh, Michael","2018"
"30149147","Boeckh, Michael","2018"
"30009982","Boeckh, Michael","2018"
"29969748","Boeckh, Michael","2018"
"29856344","Boeckh, Michael","2018"
"29777867","Boeckh, Michael","2018"
"29753836","Boeckh, Michael","2018"
"29684567","Boeckh, Michael","2018"
"29670209","Boeckh, Michael","2018"
"29617786","Boeckh, Michael","2018"
"29554870","Boeckh, Michael","2018"
"29266397","Boeckh, Michael","2018"
"29020348","Boeckh, Michael","2018"
"30482247","Cheever, Martin","2018"
"30045932","Cheever, Martin","2018"
"30381375","Dudakov, Jarrod","2018"
"29330161","Dudakov, Jarrod","2018"
"29309056","Dudakov, Jarrod","2018"
"30454872","Green, Damian","2018"
"30335787","Green, Damian","2018"
"30310789","Green, Damian","2018"
"30262560","Green, Damian","2018"
"29545343","Green, Damian","2018"
"29481870","Green, Damian","2018"
"29176334","Green, Damian","2018"
"30279968","Gujral, Taranjit","2018"
"30273912","Gujral, Taranjit","2018"
"30336937","Headley, Mark","2018"
"30300141","Hill, Geoffrey","2018"
"30154111","Hill, Geoffrey","2018"
"29431743","Hill, Geoffrey","2018"
"30153736","Hockenbery, David","2018"
"29897930","Hockenbery, David","2018"
"29868609","Hockenbery, David","2018"
"29735700","Hockenbery, David","2018"
"29625403","Hockenbery, David","2018"
"29569483","Hockenbery, David","2018"
"30384135","Holland, Eric","2018"
"30259105","Holland, Eric","2018"
"30158685","Holland, Eric","2018"
"29982740","Holland, Eric","2018"
"29949764","Holland, Eric","2018"
"29760047","Holland, Eric","2018"
"29632085","Holland, Eric","2018"
"29352201","Holland, Eric","2018"
"29016864","Holland, Eric","2018"
"30759018","Houghton, McGarry","2018"
"29360643","Houghton, McGarry","2018"
"28934595","Houghton, McGarry","2018"
"30549244","Jensen, Michael","2018"
"30315942","Jensen, Michael","2018"
"29563103","Jensen, Michael","2018"
"29176334","Jensen, Michael","2018"
"30439335","Koch, Meghan","2018"
"30045932","Lee, Sylvia","2018"
"29669181","Lee, Sylvia","2018"
"29360643","Lee, Sylvia","2018"
"30576834","Maloney, David","2018"
"30514386","Maloney, David","2018"
"30454872","Maloney, David","2018"
"30291306","Maloney, David","2018"
"30262560","Maloney, David","2018"
"29545343","Maloney, David","2018"
"29434335","Maloney, David","2018"
"29356608","Maloney, David","2018"
"29669181","Martins, Renato","2018"
"29535125","Martins, Renato","2018"
"29452549","Martins, Renato","2018"
"30235286","McElrath, Juliana","2018"
"30097219","McElrath, Juliana","2018"
"30059507","McElrath, Juliana","2018"
"30047376","McElrath, Juliana","2018"
"29898870","McElrath, Juliana","2018"
"29669253","McElrath, Juliana","2018"
"29325070","McElrath, Juliana","2018"
"28968816","McElrath, Juliana","2018"
"29360643","McIntosh, Martin","2018"
"30500442","Milano, Filippo","2018"
"30442722","Milano, Filippo","2018"
"30280289","Milano, Filippo","2018"
"29969748","Milano, Filippo","2018"
"29753836","Milano, Filippo","2018"
"29020348","Milano, Filippo","2018"
"29920278","Moens, Cecilia","2018"
"29548943","Moens, Cecilia","2018"
"30482247","Nghiem, Paul","2018"
"30451992","Nghiem, Paul","2018"
"30287935","Nghiem, Paul","2018"
"30285852","Nghiem, Paul","2018"
"30191867","Nghiem, Paul","2018"
"30170630","Nghiem, Paul","2018"
"30165170","Nghiem, Paul","2018"
"30093453","Nghiem, Paul","2018"
"30061360","Nghiem, Paul","2018"
"29706615","Nghiem, Paul","2018"
"29669806","Nghiem, Paul","2018"
"29533867","Nghiem, Paul","2018"
"29347993","Nghiem, Paul","2018"
"30557332","Phipps, Warren","2018"
"30504187","Phipps, Warren","2018"
"30307805","Phipps, Warren","2018"
"30241258","Phipps, Warren","2018"
"29389998","Phipps, Warren","2018"
"29381560","Phipps, Warren","2018"
"30577459","Pollack, Seth","2018"
"30388821","Pollack, Seth","2018"
"30253794","Pollack, Seth","2018"
"30233257","Pollack, Seth","2018"
"30231352","Pollack, Seth","2018"
"29441369","Pollack, Seth","2018"
"30129205","Prlic, Martin","2018"
"30045971","Prlic, Martin","2018"
"29618662","Prlic, Martin","2018"
"29356334","Prlic, Martin","2018"
"29876308","Rengan, Ramesh","2018"
"29746228","Rengan, Ramesh","2018"
"30590092","Rongvaux, Anthony","2018"
"30381458","Rongvaux, Anthony","2018"
"30599207","Sandmaier, Brenda","2018"
"30500442","Sandmaier, Brenda","2018"
"30454872","Sandmaier, Brenda","2018"
"30442722","Sandmaier, Brenda","2018"
"30335787","Sandmaier, Brenda","2018"
"30262560","Sandmaier, Brenda","2018"
"29656138","Sandmaier, Brenda","2018"
"29545343","Sandmaier, Brenda","2018"
"29318644","Sandmaier, Brenda","2018"
"30737173","Specht, Jennifer","2018"
"30361381","Specht, Jennifer","2018"
"29748233","Specht, Jennifer","2018"
"29532546","Specht, Jennifer","2018"
"29760047","Stephan, Matthias","2018"
"30566669","Stoddard, Barry","2018"
"30209393","Stoddard, Barry","2018"
"29718463","Stoddard, Barry","2018"
"29506274","Stoddard, Barry","2018"
"30107174","Taylor, Justin","2018"
"30281145","Thompson, John","2018"
"30170630","Thompson, John","2018"
"29517954","Thompson, John","2018"
"29442540","Thompson, John","2018"
"29360643","Thompson, John","2018"
"30409719","Till, Brian","2018"
"30362586","Till, Brian","2018"
"30317583","Till, Brian","2018"
"30310789","Till, Brian","2018"
"30032463","Till, Brian","2018"
"30026742","Till, Brian","2018"
"29176334","Till, Brian","2018"
"30564292","Walter, Roland","2018"
"30552400","Walter, Roland","2018"
"30409798","Walter, Roland","2018"
"30401586","Walter, Roland","2018"
"30315233","Walter, Roland","2018"
"30291334","Walter, Roland","2018"
"30277112","Walter, Roland","2018"
"30206306","Walter, Roland","2018"
"30115657","Walter, Roland","2018"
"30045838","Walter, Roland","2018"
"30034924","Walter, Roland","2018"
"29895626","Walter, Roland","2018"
"29795270","Walter, Roland","2018"
"29720734","Walter, Roland","2018"
"29697000","Walter, Roland","2018"
"29684564","Walter, Roland","2018"
"29624462","Walter, Roland","2018"
"29588544","Walter, Roland","2018"
"29534618","Walter, Roland","2018"
"29330221","Walter, Roland","2018"
"30584046","Barnabas, Ruanne","2018"
"30503325","Barnabas, Ruanne","2018"
"30204720","Barnabas, Ruanne","2018"
"30180860","Barnabas, Ruanne","2018"
"29952794","Barnabas, Ruanne","2018"
"29891348","Barnabas, Ruanne","2018"
"29854445","Barnabas, Ruanne","2018"
"29852744","Barnabas, Ruanne","2018"
"29771779","Barnabas, Ruanne","2018"
"29751798","Barnabas, Ruanne","2018"
"29381257","Barnabas, Ruanne","2018"
"29369827","Barnabas, Ruanne","2018"
"29135576","Barnabas, Ruanne","2018"
"30482247","Bhatia, Shailender","2018"
"30191867","Bhatia, Shailender","2018"
"30170630","Bhatia, Shailender","2018"
"30093453","Bhatia, Shailender","2018"
"29566749","Bhatia, Shailender","2018"
"29549159","Bhatia, Shailender","2018"
"30366662","Casper, Corey","2018"
"30311780","Casper, Corey","2018"
"30181172","Casper, Corey","2018"
"29889809","Casper, Corey","2018"
"29425228","Casper, Corey","2018"
"29389998","Casper, Corey","2018"
"29381560","Casper, Corey","2018"
"29112074","Casper, Corey","2018"
"30679032","Chen, Chu","2018"
"30254314","Chen, Chu","2018"
"30254071","Chen, Chu","2018"
"30235319","Chen, Chu","2018"
"30183089","Chen, Chu","2018"
"30104567","Chen, Chu","2018"
"30093612","Chen, Chu","2018"
"30077399","Chen, Chu","2018"
"30046007","Chen, Chu","2018"
"29971594","Chen, Chu","2018"
"29761303","Chen, Chu","2018"
"29750588","Chen, Chu","2018"
"29743162","Chen, Chu","2018"
"29670295","Chen, Chu","2018"
"29471809","Chen, Chu","2018"
"29059373","Chen, Chu","2018"
"28816933","Chen, Chu","2018"
"30005020","Chung, Michael","2018"
"29794491","Chung, Michael","2018"
"29272368","Chung, Michael","2018"
"30020484","Corey, Larry","2018"
"29889809","Corey, Larry","2018"
"31360870","de Sanjose, Silvia","2018"
"30553564","de Sanjose, Silvia","2018"
"30534011","de Sanjose, Silvia","2018"
"30475876","de Sanjose, Silvia","2018"
"30450673","de Sanjose, Silvia","2018"
"30387873","de Sanjose, Silvia","2018"
"30031013","de Sanjose, Silvia","2018"
"29954942","de Sanjose, Silvia","2018"
"29684144","de Sanjose, Silvia","2018"
"29794015","DePaolo, William","2018"
"29447693","DePaolo, William","2018"
"29459115","Dey, Neelendu","2018"
"30520725","Emerman, Michael","2018"
"29925657","Emerman, Michael","2018"
"29554922","Emerman, Michael","2018"
"30507424","Fitzmaurice, Christina","2018"
"29860482","Fitzmaurice, Christina","2018"
"29800065","Fitzmaurice, Christina","2018"
"29634829","Fitzmaurice, Christina","2018"
"30527329","Frenkel, Lisa","2018"
"30005020","Frenkel, Lisa","2018"
"29683841","Frenkel, Lisa","2018"
"29584723","Frenkel, Lisa","2018"
"30550976","Gale, Michael","2018"
"30457675","Gale, Michael","2018"
"30297339","Gale, Michael","2018"
"30171843","Gale, Michael","2018"
"30135445","Gale, Michael","2018"
"30068264","Gale, Michael","2018"
"30018145","Gale, Michael","2018"
"29982912","Gale, Michael","2018"
"29967348","Gale, Michael","2018"
"29880853","Gale, Michael","2018"
"29738748","Gale, Michael","2018"
"29717007","Gale, Michael","2018"
"29677479","Gale, Michael","2018"
"29559569","Gale, Michael","2018"
"29475580","Gale, Michael","2018"
"29466439","Gale, Michael","2018"
"29408905","Gale, Michael","2018"
"29400709","Gale, Michael","2018"
"29367469","Gale, Michael","2018"
"30356332","Gantt, Soren","2018"
"30018143","Gantt, Soren","2018"
"29889809","Gantt, Soren","2018"
"29753934","Gantt, Soren","2018"
"29698393","Gantt, Soren","2018"
"29692984","Gantt, Soren","2018"
"29635723","Gantt, Soren","2018"
"29615801","Gantt, Soren","2018"
"29554870","Gantt, Soren","2018"
"29425228","Gantt, Soren","2018"
"29112074","Gantt, Soren","2018"
"30015083","Geballe, Adam","2018"
"29654222","Geballe, Adam","2018"
"29625403","Geballe, Adam","2018"
"29263260","Geballe, Adam","2018"
"30523039","Grady, William","2018"
"30510241","Grady, William","2018"
"30470817","Grady, William","2018"
"30291105","Grady, William","2018"
"30267214","Grady, William","2018"
"29920278","Grady, William","2018"
"29884612","Grady, William","2018"
"29795306","Grady, William","2018"
"29766388","Grady, William","2018"
"29717454","Grady, William","2018"
"29510987","Grady, William","2018"
"30596667","Hawes, Stephen","2018"
"30150151","Hawes, Stephen","2018"
"30144025","Hawes, Stephen","2018"
"30051719","Hawes, Stephen","2018"
"29992174","Hawes, Stephen","2018"
"29914295","Hawes, Stephen","2018"
"29672676","Hawes, Stephen","2018"
"29211517","Hawes, Stephen","2018"
"30059507","Hladik, Florian","2018"
"29271128","Hladik, Florian","2018"
"30537551","Jerome, Keith","2018"
"30361514","Jerome, Keith","2018"
"30305383","Jerome, Keith","2018"
"30149147","Jerome, Keith","2018"
"30009982","Jerome, Keith","2018"
"29996827","Jerome, Keith","2018"
"29898986","Jerome, Keith","2018"
"29777867","Jerome, Keith","2018"
"29672640","Jerome, Keith","2018"
"29670209","Jerome, Keith","2018"
"29554870","Jerome, Keith","2018"
"29522311","Jerome, Keith","2018"
"29498483","Jerome, Keith","2018"
"29491155","Jerome, Keith","2018"
"29215460","Jerome, Keith","2018"
"29020348","Jerome, Keith","2018"
"30594650","Ko, Linda","2018"
"30149037","Ko, Linda","2018"
"29770945","Ko, Linda","2018"
"29769045","Ko, Linda","2018"
"29501741","Ko, Linda","2018"
"29417296","Ko, Linda","2018"
"30619245","Koelle, David","2018"
"30451992","Koelle, David","2018"
"30247598","Koelle, David","2018"
"30151410","Koelle, David","2018"
"30093453","Koelle, David","2018"
"29988505","Koelle, David","2018"
"29920588","Koelle, David","2018"
"29898986","Koelle, David","2018"
"29795424","Koelle, David","2018"
"29554870","Koelle, David","2018"
"29535370","Koelle, David","2018"
"29491155","Koelle, David","2018"
"30445012","Lampe, Johanna","2018"
"30239866","Lampe, Johanna","2018"
"30206059","Lampe, Johanna","2018"
"30130151","Lampe, Johanna","2018"
"29921691","Lampe, Johanna","2018"
"29889838","Lampe, Johanna","2018"
"29862484","Lampe, Johanna","2018"
"29458053","Lampe, Johanna","2018"
"29434315","Lampe, Johanna","2018"
"29664940","Lingappa, Jaisri","2018"
"29467316","Lingappa, Jaisri","2018"
"30099516","Madeleine, Margaret","2018"
"30074684","Madeleine, Margaret","2018"
"29645080","Madeleine, Margaret","2018"
"29727667","Malik, Harmit","2018"
"29689213","Malik, Harmit","2018"
"29549088","Malik, Harmit","2018"
"29454259","Malik, Harmit","2018"
"30552024","McGuire, Andrew","2018"
"30403372","McGuire, Andrew","2018"
"30395637","McGuire, Andrew","2018"
"30037665","McGuire, Andrew","2018"
"29669253","McGuire, Andrew","2018"
"29666227","McGuire, Andrew","2018"
"29093093","McGuire, Andrew","2018"
"29412886","Menon, Manoj","2018"
"29389998","Menon, Manoj","2018"
"30906930","Mugo, Nelly","2018"
"30408432","Mugo, Nelly","2018"
"30297124","Mugo, Nelly","2018"
"30180860","Mugo, Nelly","2018"
"30063651","Mugo, Nelly","2018"
"30006791","Mugo, Nelly","2018"
"30005025","Mugo, Nelly","2018"
"30001244","Mugo, Nelly","2018"
"29894385","Mugo, Nelly","2018"
"29514254","Mugo, Nelly","2018"
"29455572","Mugo, Nelly","2018"
"29408422","Mugo, Nelly","2018"
"29396006","Mugo, Nelly","2018"
"29272368","Mugo, Nelly","2018"
"29135656","Mugo, Nelly","2018"
"29016523","Mugo, Nelly","2018"
"28894986","Mugo, Nelly","2018"
"30520725","Overbaugh, Julie","2018"
"30517204","Overbaugh, Julie","2018"
"30355496","Overbaugh, Julie","2018"
"29975771","Overbaugh, Julie","2018"
"29886767","Overbaugh, Julie","2018"
"29669274","Overbaugh, Julie","2018"
"29590010","Overbaugh, Julie","2018"
"29396006","Overbaugh, Julie","2018"
"29367249","Overbaugh, Julie","2018"
"29895962","Polyak, Stephen","2018"
"30646114","Ramsey, Scott","2018"
"30594566","Ramsey, Scott","2018"
"30537450","Ramsey, Scott","2018"
"30306429","Ramsey, Scott","2018"
"30291839","Ramsey, Scott","2018"
"30277825","Ramsey, Scott","2018"
"30260711","Ramsey, Scott","2018"
"30121375","Ramsey, Scott","2018"
"30030904","Ramsey, Scott","2018"
"29936140","Ramsey, Scott","2018"
"29757040","Ramsey, Scott","2018"
"29684151","Ramsey, Scott","2018"
"29584550","Ramsey, Scott","2018"
"29534197","Ramsey, Scott","2018"
"29452549","Ramsey, Scott","2018"
"29370458","Ramsey, Scott","2018"
"29309250","Ramsey, Scott","2018"
"29145584","Ramsey, Scott","2018"
"28238032","Ramsey, Scott","2018"
"30564559","Rodriguez, Cristina","2018"
"30487236","Rodriguez, Cristina","2018"
"30274541","Rodriguez, Cristina","2018"
"30171206","Rodriguez, Cristina","2018"
"30046007","Rodriguez, Cristina","2018"
"29669181","Rodriguez, Cristina","2018"
"29535125","Rodriguez, Cristina","2018"
"30557332","Rose, Timothy","2018"
"30445717","Rose, Timothy","2018"
"30444879","Rose, Timothy","2018"
"29689462","Rose, Timothy","2018"
"29425228","Rose, Timothy","2018"
"29407075","Rose, Timothy","2018"
"29407074","Rose, Timothy","2018"
"30230983","Savan, Ram","2018"
"30294882","Schwartz, Stephen","2018"
"30120643","Schwartz, Stephen","2018"
"30099516","Schwartz, Stephen","2018"
"30046007","Schwartz, Stephen","2018"
"30003141","Schwartz, Stephen","2018"
"29761303","Schwartz, Stephen","2018"
"27635619","Schwartz, Stephen","2018"
"30611979","Scott, John","2018"
"30598507","Scott, John","2018"
"30455320","Scott, John","2018"
"30399138","Scott, John","2018"
"30318034","Scott, John","2018"
"29773583","Scott, John","2018"
"29440558","Scott, John","2018"
"29280768","Scott, John","2018"
"30277856","Smith, Jason","2018"
"29753791","Smith, Jason","2018"
"29701691","Smith, Jason","2018"
"29666072","Smith, Jason","2018"
"29467318","Smith, Jason","2018"
"29410332","Smith, Jason","2018"
"29313791","Smith, Jason","2018"
"30552024","Stamatatos, Leonidas","2018"
"30403372","Stamatatos, Leonidas","2018"
"30395637","Stamatatos, Leonidas","2018"
"30037665","Stamatatos, Leonidas","2018"
"29933399","Stamatatos, Leonidas","2018"
"29666227","Stamatatos, Leonidas","2018"
"30522628","Stetson, Daniel","2018"
"29891701","Stetson, Daniel","2018"
"29540580","Stetson, Daniel","2018"
"31501690","Thompson, Beti","2018"
"30304993","Thompson, Beti","2018"
"30072390","Thompson, Beti","2018"
"29871884","Thompson, Beti","2018"
"29846844","Thompson, Beti","2018"
"29662130","Thompson, Beti","2018"
"29634611","Thompson, Beti","2018"
"29501741","Thompson, Beti","2018"
"29488155","Thompson, Beti","2018"
"29047308","Thompson, Beti","2018"
"27893470","Thompson, Beti","2018"
"30307805","Wald, Anna","2018"
"30305383","Wald, Anna","2018"
"30297124","Wald, Anna","2018"
"30289810","Wald, Anna","2018"
"30045971","Wald, Anna","2018"
"30020484","Wald, Anna","2018"
"29982727","Wald, Anna","2018"
"29898986","Wald, Anna","2018"
"29889809","Wald, Anna","2018"
"29602567","Wald, Anna","2018"
"29535370","Wald, Anna","2018"
"29186468","Wald, Anna","2018"
"29997138","Wasserheit, Judith","2018"
"29952795","Wasserheit, Judith","2018"
"29582073","Wasserheit, Judith","2018"
"30594650","Winer, Rachel","2018"
"30481121","Winer, Rachel","2018"
"30144025","Winer, Rachel","2018"
"29891348","Winer, Rachel","2018"
"30597357","Yeh, Matthew","2018"
"30367044","Yeh, Matthew","2018"
"30312882","Yeh, Matthew","2018"
"30216818","Yeh, Matthew","2018"
"30128404","Yeh, Matthew","2018"
"29975248","Yeh, Matthew","2018"
"29573451","Yeh, Matthew","2018"
"29424123","Yeh, Matthew","2018"
"29403081","Yeh, Matthew","2018"
"29392752","Yeh, Matthew","2018"
"29360137","Yeh, Matthew","2018"
"31416800","Adair, Jennifer","2019"
"31366580","Adair, Jennifer","2019"
"31204301","Adair, Jennifer","2019"
"31133730","Adair, Jennifer","2019"
"31523488","Bansal, Aasthaa","2019"
"31367681","Bansal, Aasthaa","2019"
"31319393","Bansal, Aasthaa","2019"
"31081697","Bansal, Aasthaa","2019"
"31058542","Bansal, Aasthaa","2019"
"30819038","Bansal, Aasthaa","2019"
"31452511","Bedford, Trevor","2019"
"31385805","Bedford, Trevor","2019"
"31038123","Bedford, Trevor","2019"
"31584935","Biggins, Sue","2019"
"31405987","Biggins, Sue","2019"
"31257143","Biggins, Sue","2019"
"31511387","Bloom, Jesse","2019"
"31452511","Bloom, Jesse","2019"
"31348886","Bloom, Jesse","2019"
"31096572","Bloom, Jesse","2019"
"31068418","Bloom, Jesse","2019"
"31038123","Bloom, Jesse","2019"
"31019050","Bloom, Jesse","2019"
"30886357","Bloom, Jesse","2019"
"30804564","Bloom, Jesse","2019"
"30709739","Bloom, Jesse","2019"
"30673779","Bloom, Jesse","2019"
"31487240","Bradley, Philip","2019"
"31417196","Bradley, Philip","2019"
"30699000","Bradley, Philip","2019"
"31597964","Bradley, Robert","2019"
"31578525","Bradley, Robert","2019"
"31434678","Bradley, Robert","2019"
"31327741","Bradley, Robert","2019"
"30842218","Bradley, Robert","2019"
"30644821","Bradley, Robert","2019"
"31306167","Brown, Elizabeth","2019"
"31078451","Brown, Elizabeth","2019"
"31002583","Brown, Elizabeth","2019"
"30844995","Brown, Elizabeth","2019"
"30816632","Brown, Elizabeth","2019"
"30218318","Brown, Elizabeth","2019"
"31150447","Chen, Ying","2019"
"30799773","Chen, Ying","2019"
"30768776","Chen, Ying","2019"
"30590741","Chen, Ying","2019"
"30051192","Chen, Ying","2019"
"30940846","Clurman, Bruce","2019"
"30689667","Clurman, Bruce","2019"
"31376183","Dai, James","2019"
"31248371","Dai, James","2019"
"30908669","Dai, James","2019"
"30476131","Dai, James","2019"
"30698728","Davidson, Nancy","2019"
"30371813","Davidson, Nancy","2019"
"31231797","Di, Chongzhi","2019"
"31031411","Di, Chongzhi","2019"
"30874775","Di, Chongzhi","2019"
"30614525","Di, Chongzhi","2019"
"29726906","Di, Chongzhi","2019"
"31437276","Donnell, Deborah","2019"
"31314965","Donnell, Deborah","2019"
"31272495","Donnell, Deborah","2019"
"31194704","Donnell, Deborah","2019"
"31078451","Donnell, Deborah","2019"
"30868739","Donnell, Deborah","2019"
"30715403","Donnell, Deborah","2019"
"31395740","Eisenman, Robert","2019"
"30948355","Eisenman, Robert","2019"
"31522862","Etzioni, Ruth","2019"
"31364930","Etzioni, Ruth","2019"
"31225597","Etzioni, Ruth","2019"
"31112106","Etzioni, Ruth","2019"
"30763406","Etzioni, Ruth","2019"
"30325415","Etzioni, Ruth","2019"
"31420985","Feng, Ziding","2019"
"31376183","Feng, Ziding","2019"
"30915676","Feng, Ziding","2019"
"31609927","Fong, Youyi","2019"
"31589165","Fong, Youyi","2019"
"31462887","Fong, Youyi","2019"
"31434737","Fong, Youyi","2019"
"31276477","Fong, Youyi","2019"
"31274537","Fong, Youyi","2019"
"31215662","Fong, Youyi","2019"
"31204101","Fong, Youyi","2019"
"31117986","Fong, Youyi","2019"
"31115304","Fong, Youyi","2019"
"30590447","Fong, Youyi","2019"
"31585950","Fredricks, David","2019"
"31550285","Fredricks, David","2019"
"31356530","Fredricks, David","2019"
"31320290","Fredricks, David","2019"
"31287879","Fredricks, David","2019"
"31197065","Fredricks, David","2019"
"30696752","Fredricks, David","2019"
"30677048","Fredricks, David","2019"
"30638028","Fredricks, David","2019"
"30202933","Fredricks, David","2019"
"31101617","Galloway, Denise","2019"
"30977845","Galloway, Denise","2019"
"30818369","Galloway, Denise","2019"
"30689667","Galloway, Denise","2019"
"30664790","Ghajar, Cyrus","2019"
"31601541","Gilbert, Peter","2019"
"31589165","Gilbert, Peter","2019"
"31534016","Gilbert, Peter","2019"
"31513771","Gilbert, Peter","2019"
"31434737","Gilbert, Peter","2019"
"31313349","Gilbert, Peter","2019"
"31285781","Gilbert, Peter","2019"
"31277299","Gilbert, Peter","2019"
"31265429","Gilbert, Peter","2019"
"31189712","Gilbert, Peter","2019"
"31117986","Gilbert, Peter","2019"
"31115304","Gilbert, Peter","2019"
"31078451","Gilbert, Peter","2019"
"30933973","Gilbert, Peter","2019"
"30787294","Gilbert, Peter","2019"
"30740005","Gilbert, Peter","2019"
"30623732","Gilbert, Peter","2019"
"31589165","Gottardo, Raphael","2019"
"31388390","Gottardo, Raphael","2019"
"31337659","Gottardo, Raphael","2019"
"31235963","Gottardo, Raphael","2019"
"31123083","Gottardo, Raphael","2019"
"30787294","Gottardo, Raphael","2019"
"30429343","Gottardo, Raphael","2019"
"30429340","Gottardo, Raphael","2019"
"31145100","Ha, Gavin","2019"
"30793095","Ha, Gavin","2019"
"31231025","Hadland, Brandon","2019"
"30670822","Hadland, Brandon","2019"
"31412101","Halloran, M. Elizabeth","2019"
"31386686","Halloran, M. Elizabeth","2019"
"31323020","Halloran, M. Elizabeth","2019"
"31270270","Halloran, M. Elizabeth","2019"
"31056688","Halloran, M. Elizabeth","2019"
"31056675","Halloran, M. Elizabeth","2019"
"30886145","Halloran, M. Elizabeth","2019"
"30753368","Halloran, M. Elizabeth","2019"
"30689757","Halloran, M. Elizabeth","2019"
"31477932","Harris, Kelley","2019"
"31427824","He, Qianchuan","2019"
"31171504","He, Qianchuan","2019"
"31062632","He, Qianchuan","2019"
"30785094","He, Qianchuan","2019"
"31575564","Henikoff, Steven","2019"
"31558570","Henikoff, Steven","2019"
"31519205","Henikoff, Steven","2019"
"31511423","Henikoff, Steven","2019"
"31395740","Henikoff, Steven","2019"
"31300027","Henikoff, Steven","2019"
"31253573","Henikoff, Steven","2019"
"31232687","Henikoff, Steven","2019"
"31036827","Henikoff, Steven","2019"
"30898265","Henikoff, Steven","2019"
"30886348","Henikoff, Steven","2019"
"31605819","Hill, Joshua","2019"
"31567413","Hill, Joshua","2019"
"31541573","Hill, Joshua","2019"
"31467131","Hill, Joshua","2019"
"31449472","Hill, Joshua","2019"
"31446199","Hill, Joshua","2019"
"31419568","Hill, Joshua","2019"
"31416717","Hill, Joshua","2019"
"31394271","Hill, Joshua","2019"
"31301099","Hill, Joshua","2019"
"31186276","Hill, Joshua","2019"
"31153807","Hill, Joshua","2019"
"31092900","Hill, Joshua","2019"
"30785776","Hill, Joshua","2019"
"30696997","Hill, Joshua","2019"
"30677427","Hill, Joshua","2019"
"30429336","Hill, Joshua","2019"
"31548585","Hsu, Li","2019"
"31483856","Hsu, Li","2019"
"31292609","Hsu, Li","2019"
"31254090","Hsu, Li","2019"
"31209889","Hsu, Li","2019"
"30820706","Hsu, Li","2019"
"30799773","Hsu, Li","2019"
"30683880","Hsu, Li","2019"
"30476131","Hsu, Li","2019"
"29917119","Hsu, Li","2019"
"31534016","Huang, Ying","2019"
"31513771","Huang, Ying","2019"
"31420985","Huang, Ying","2019"
"31265429","Huang, Ying","2019"
"31115304","Huang, Ying","2019"
"31018921","Huang, Ying","2019"
"30915444","Huang, Ying","2019"
"30617132","Huang, Ying","2019"
"30615119","Huang, Ying","2019"
"30590447","Huang, Ying","2019"
"30333177","Huang, Ying","2019"
"31312028","Hyrien, Ollivier","2019"
"31601541","Janes, Holly","2019"
"31589165","Janes, Holly","2019"
"31536518","Janes, Holly","2019"
"31434737","Janes, Holly","2019"
"31104561","Janes, Holly","2019"
"31078451","Janes, Holly","2019"
"30649998","Janes, Holly","2019"
"30623732","Janes, Holly","2019"
"31452148","Kemp, Christopher","2019"
"31218545","Kemp, Christopher","2019"
"31416800","Kiem, Hans-Peter","2019"
"31366580","Kiem, Hans-Peter","2019"
"31204301","Kiem, Hans-Peter","2019"
"31189571","Kiem, Hans-Peter","2019"
"31133730","Kiem, Hans-Peter","2019"
"31051132","Kiem, Hans-Peter","2019"
"30829324","Kiem, Hans-Peter","2019"
"30782611","Kiem, Hans-Peter","2019"
"30728140","Kiem, Hans-Peter","2019"
"30696625","Kiem, Hans-Peter","2019"
"31564435","Kooperberg, Charles","2019"
"31519590","Kooperberg, Charles","2019"
"31427824","Kooperberg, Charles","2019"
"31422385","Kooperberg, Charles","2019"
"31251759","Kooperberg, Charles","2019"
"31217584","Kooperberg, Charles","2019"
"31178898","Kooperberg, Charles","2019"
"31160810","Kooperberg, Charles","2019"
"31160809","Kooperberg, Charles","2019"
"31127295","Kooperberg, Charles","2019"
"30926973","Kooperberg, Charles","2019"
"30698716","Kooperberg, Charles","2019"
"30671673","Kooperberg, Charles","2019"
"30670697","Kooperberg, Charles","2019"
"30659681","Kooperberg, Charles","2019"
"30643251","Kooperberg, Charles","2019"
"30639324","Kooperberg, Charles","2019"
"30617275","Kooperberg, Charles","2019"
"30604766","Kooperberg, Charles","2019"
"29917119","Kooperberg, Charles","2019"
"31598964","LeBlanc, Michael","2019"
"31502297","LeBlanc, Michael","2019"
"31483471","LeBlanc, Michael","2019"
"31440323","LeBlanc, Michael","2019"
"31331918","LeBlanc, Michael","2019"
"30673548","LeBlanc, Michael","2019"
"31530569","Lee, John","2019"
"31363002","Lee, John","2019"
"31209846","Lee, John","2019"
"31145100","Lee, John","2019"
"31383940","Ma, Jing","2019"
"30887029","Ma, Jing","2019"
"30622367","Ma, Jing","2019"
"29917119","Ma, Jing","2019"
"31175338","MacPherson, David","2019"
"31043412","MacPherson, David","2019"
"30926931","MacPherson, David","2019"
"30723171","MacPherson, David","2019"
"31566225","Matsen, Frederick","2019"
"31504998","Matsen, Frederick","2019"
"31504997","Matsen, Frederick","2019"
"31487240","Matsen, Frederick","2019"
"31329576","Matsen, Frederick","2019"
"31119293","Matsen, Frederick","2019"
"31015278","Newell, Evan","2019"
