"pubid","member","year"
"26006008","Gilbert, Peter","2015"
"25985906","Gilbert, Peter","2015"
"25648332","Gilbert, Peter","2015"
"25646817","Gilbert, Peter","2015"
"25641990","Gilbert, Peter","2015"
"26653891","Gottardo, Raphael","2015"
"26466957","Gottardo, Raphael","2015"
"26447924","Gottardo, Raphael","2015"
"26152744","Gottardo, Raphael","2015"
"26111230","Gottardo, Raphael","2015"
"26006008","Gottardo, Raphael","2015"
"25908275","Gottardo, Raphael","2015"
"25647729","Gottardo, Raphael","2015"
"25646817","Gottardo, Raphael","2015"
"25633503","Gottardo, Raphael","2015"
"26153229","Hadland, Brandon","2015"
"26616038","Halloran, M. Elizabeth","2015"
"26194767","Halloran, M. Elizabeth","2015"
"25989449","Halloran, M. Elizabeth","2015"
"25912286","Halloran, M. Elizabeth","2015"
"25838371","Halloran, M. Elizabeth","2015"
"25575618","Halloran, M. Elizabeth","2015"
"28133403","He, Qianchuan","2015"
"26395907","He, Qianchuan","2015"
"26126859","He, Qianchuan","2015"
"26490019","Henikoff, Steven","2015"
"26275423","Henikoff, Steven","2015"
"26269799","Henikoff, Steven","2015"
"26170439","Henikoff, Steven","2015"
"26087157","Henikoff, Steven","2015"
"26079792","Henikoff, Steven","2015"
"26057978","Henikoff, Steven","2015"
"25956076","Henikoff, Steven","2015"
"25927077","Henikoff, Steven","2015"
"25826366","Henikoff, Steven","2015"
"25561719","Henikoff, Steven","2015"
"25821919","Hill, Joshua","2015"
"26586795","Hsu, Li","2015"
"26404086","Hsu, Li","2015"
"26367794","Hsu, Li","2015"
"26319039","Hsu, Li","2015"
"26197193","Hsu, Li","2015"
"26151821","Hsu, Li","2015"
"26150446","Hsu, Li","2015"
"26095235","Hsu, Li","2015"
"26071399","Hsu, Li","2015"
"25997436","Hsu, Li","2015"
"25976416","Hsu, Li","2015"
"25961151","Hsu, Li","2015"
"25781442","Hsu, Li","2015"
"25683114","Hsu, Li","2015"
"26722639","Huang, Ying","2015"
"26566275","Huang, Ying","2015"
"26549697","Huang, Ying","2015"
"26431551","Huang, Ying","2015"
"26332672","Huang, Ying","2015"
"25948620","Huang, Ying","2015"
"25733690","Huang, Ying","2015"
"26343159","Janes, Holly","2015"
"26332672","Janes, Holly","2015"
"26322580","Janes, Holly","2015"
"26112650","Janes, Holly","2015"
"26109106","Janes, Holly","2015"
"26430259","Kemp, Christopher","2015"
"26430250","Kemp, Christopher","2015"
"26330619","Kemp, Christopher","2015"
"26330618","Kemp, Christopher","2015"
"26372270","Kiem, Hans-Peter","2015"
"26265463","Kiem, Hans-Peter","2015"
"26150117","Kiem, Hans-Peter","2015"
"25919226","Kiem, Hans-Peter","2015"
"25648264","Kiem, Hans-Peter","2015"
"26589314","Kooperberg, Charles","2015"
"26561523","Kooperberg, Charles","2015"
"26420797","Kooperberg, Charles","2015"
"26414677","Kooperberg, Charles","2015"
"26374103","Kooperberg, Charles","2015"
"26367794","Kooperberg, Charles","2015"
"26347982","Kooperberg, Charles","2015"
"26249011","Kooperberg, Charles","2015"
"26151821","Kooperberg, Charles","2015"
"26105150","Kooperberg, Charles","2015"
"26089329","Kooperberg, Charles","2015"
"25961151","Kooperberg, Charles","2015"
"25940397","Kooperberg, Charles","2015"
"25892113","Kooperberg, Charles","2015"
"25852020","Kooperberg, Charles","2015"
"25789475","Kooperberg, Charles","2015"
"25748358","Kooperberg, Charles","2015"
"25673413","Kooperberg, Charles","2015"
"25673412","Kooperberg, Charles","2015"
"26798326","LeBlanc, Michael","2015"
"26492567","LeBlanc, Michael","2015"
"25823738","LeBlanc, Michael","2015"
"25680375","LeBlanc, Michael","2015"
"26001209","Luebeck, Georg","2015"
"25931440","Luebeck, Georg","2015"
"25783458","Luebeck, Georg","2015"
"25683254","Luebeck, Georg","2015"
"26307654","Ma, Jing","2015"
"26268879","Ma, Jing","2015"
"26162851","Ma, Jing","2015"
"26151821","Ma, Jing","2015"
"26071399","Ma, Jing","2015"
"25675280","MacPherson, David","2015"
"26571270","Matsen, Frederick","2015"
"26194758","Matsen, Frederick","2015"
"26194749","Matsen, Frederick","2015"
"26076489","Matsen, Frederick","2015"
"25631175","Matsen, Frederick","2015"
"25587020","Matsen, Frederick","2015"
"26694896","Othus, Megan","2015"
"26668349","Othus, Megan","2015"
"26355382","Othus, Megan","2015"
"26160876","Othus, Megan","2015"
"25795719","Othus, Megan","2015"
"25726954","Othus, Megan","2015"
"25713434","Othus, Megan","2015"
"25545153","Othus, Megan","2015"
"26586795","Peters, Ulrike","2015"
"26414677","Peters, Ulrike","2015"
"26404086","Peters, Ulrike","2015"
"26367794","Peters, Ulrike","2015"
"26319099","Peters, Ulrike","2015"
"26319039","Peters, Ulrike","2015"
"26187503","Peters, Ulrike","2015"
"26151821","Peters, Ulrike","2015"
"26095235","Peters, Ulrike","2015"
"26071399","Peters, Ulrike","2015"
"26039359","Peters, Ulrike","2015"
"25997436","Peters, Ulrike","2015"
"25976416","Peters, Ulrike","2015"
"25961151","Peters, Ulrike","2015"
"25907361","Peters, Ulrike","2015"
"25873087","Peters, Ulrike","2015"
"25789475","Peters, Ulrike","2015"
"25781442","Peters, Ulrike","2015"
"25748358","Peters, Ulrike","2015"
"25683114","Peters, Ulrike","2015"
"25673413","Peters, Ulrike","2015"
"25673412","Peters, Ulrike","2015"
"25613116","Peters, Ulrike","2015"
"26468081","Randolph, Timothy","2015"
"26508783","Riddell, Stanley","2015"
"26448086","Riddell, Stanley","2015"
"26169254","Riddell, Stanley","2015"
"25810311","Riddell, Stanley","2015"
"25621840","Riddell, Stanley","2015"
"26596423","Robins, Harlan","2015"
"26404496","Robins, Harlan","2015"
"26384417","Robins, Harlan","2015"
"26290413","Robins, Harlan","2015"
"26257205","Robins, Harlan","2015"
"26194758","Robins, Harlan","2015"
"25962122","Robins, Harlan","2015"
"25948580","Robins, Harlan","2015"
"25852054","Robins, Harlan","2015"
"25653453","Robins, Harlan","2015"
"25632034","Robins, Harlan","2015"
"26667241","Salama, Nina","2015"
"26365708","Salama, Nina","2015"
"26076489","Salama, Nina","2015"
"25804332","Salama, Nina","2015"
"26718067","Schiffer, Joshua","2015"
"26265463","Schiffer, Joshua","2015"
"25676470","Schiffer, Joshua","2015"
"26240330","Strong, Roland","2015"
"25988188","Strong, Roland","2015"
"25974133","Strong, Roland","2015"
"26406114","Sun, Wei","2015"
"26627872","Tapscott, Stephen","2015"
"26575099","Tapscott, Stephen","2015"
"26561289","Tapscott, Stephen","2015"
"26356006","Tapscott, Stephen","2015"
"26345300","Tapscott, Stephen","2015"
"26041815","Tapscott, Stephen","2015"
"25820463","Tapscott, Stephen","2015"
"25801030","Tapscott, Stephen","2015"
"25782668","Tapscott, Stephen","2015"
"25704033","Tapscott, Stephen","2015"
"25564732","Tapscott, Stephen","2015"
"26392106","Unger, Joseph","2015"
"26100070","Unger, Joseph","2015"
"25940724","Unger, Joseph","2015"
"25738668","Unger, Joseph","2015"
"26718418","Wang, Ching-Yun","2015"
"26593772","Wang, Ching-Yun","2015"
"26561409","Wang, Ching-Yun","2015"
"26347982","Wang, Ching-Yun","2015"
"26264446","Wang, Ching-Yun","2015"
"26059498","Wang, Ching-Yun","2015"
"25998922","Wang, Ching-Yun","2015"
"25908506","Wang, Ching-Yun","2015"
"25160845","Wang, Ching-Yun","2015"
"25766725","Warren, Edus","2015"
"25653453","Warren, Edus","2015"
"26740853","Wu, Michael","2015"
"26643881","Wu, Michael","2015"
"26383847","Wu, Michael","2015"
"26229047","Wu, Michael","2015"
"26219460","Wu, Michael","2015"
"25957468","Wu, Michael","2015"
"25583948","Wu, Michael","2015"
"26624005","Zhao, Lue Ping","2015"
"25694100","Zhao, Lue Ping","2015"
"26697360","Zheng, Yingye","2015"
"26327354","Zheng, Yingye","2015"
"26195245","Zheng, Yingye","2015"
"26108676","Zheng, Yingye","2015"
"25964662","Zheng, Yingye","2015"
"25927723","Zheng, Yingye","2015"
"25683114","Zheng, Yingye","2015"
"25643945","Zheng, Yingye","2015"
"26668349","Appelbaum, Frederick","2015"
"26590770","Appelbaum, Frederick","2015"
"26271193","Appelbaum, Frederick","2015"
"26185311","Appelbaum, Frederick","2015"
"26160876","Appelbaum, Frederick","2015"
"26130705","Appelbaum, Frederick","2015"
"26033747","Appelbaum, Frederick","2015"
"26010105","Appelbaum, Frederick","2015"
"25996682","Appelbaum, Frederick","2015"
"25884949","Appelbaum, Frederick","2015"
"25795719","Appelbaum, Frederick","2015"
"25732155","Appelbaum, Frederick","2015"
"25721902","Appelbaum, Frederick","2015"
"25713434","Appelbaum, Frederick","2015"
"25644959","Appelbaum, Frederick","2015"
"25620649","Appelbaum, Frederick","2015"
"25545153","Appelbaum, Frederick","2015"
"25726954","Bar, Merav","2015"
"26853642","Boeckh, Michael","2015"
"26780109","Boeckh, Michael","2015"
"26748162","Boeckh, Michael","2015"
"26565010","Boeckh, Michael","2015"
"26518046","Boeckh, Michael","2015"
"26333778","Boeckh, Michael","2015"
"25918347","Boeckh, Michael","2015"
"25847977","Boeckh, Michael","2015"
"25821919","Boeckh, Michael","2015"
"25778751","Boeckh, Michael","2015"
"25713060","Boeckh, Michael","2015"
"25682602","Boeckh, Michael","2015"
"25644959","Boeckh, Michael","2015"
"25620648","Boeckh, Michael","2015"
"25593338","Boeckh, Michael","2015"
"26463711","Chapuis, Aude","2015"
"26576864","Green, Damian","2015"
"26455717","Green, Damian","2015"
"26348890","Green, Damian","2015"
"26237500","Green, Damian","2015"
"26133610","Green, Damian","2015"
"25785845","Green, Damian","2015"
"25628467","Green, Damian","2015"
"26525103","Greenberg, Philip","2015"
"26463711","Greenberg, Philip","2015"
"26571212","Hockenbery, David","2015"
"26319020","Hockenbery, David","2015"
"25708638","Hockenbery, David","2015"
"25669432","Hockenbery, David","2015"
"25517948","Hockenbery, David","2015"
"28133403","Holland, Eric","2015"
"26678332","Holland, Eric","2015"
"26629530","Holland, Eric","2015"
"26049700","Holland, Eric","2015"
"25722938","Holland, Eric","2015"
"25673762","Holland, Eric","2015"
"25609167","Holland, Eric","2015"
"25743626","Houghton, McGarry","2015"
"25686691","Houghton, McGarry","2015"
"26942092","Jensen, Michael","2015"
"26516270","Jensen, Michael","2015"
"26502778","Jensen, Michael","2015"
"26161996","Jensen, Michael","2015"
"26059190","Jensen, Michael","2015"
"25838392","Jensen, Michael","2015"
"25808830","Jensen, Michael","2015"
"25747144","Jensen, Michael","2015"
"25621840","Jensen, Michael","2015"
"25576337","Jensen, Michael","2015"
"26455717","Maloney, David","2015"
"26348890","Maloney, David","2015"
"26253007","Maloney, David","2015"
"26207349","Maloney, David","2015"
"26194447","Maloney, David","2015"
"26133724","Maloney, David","2015"
"25983043","Maloney, David","2015"
"25981509","Maloney, David","2015"
"25945807","Maloney, David","2015"
"25823738","Maloney, David","2015"
"26568553","Martins, Renato","2015"
"25964637","Martins, Renato","2015"
"26653891","McElrath, Juliana","2015"
"26587311","McElrath, Juliana","2015"
"26544943","McElrath, Juliana","2015"
"26475930","McElrath, Juliana","2015"
"26466957","McElrath, Juliana","2015"
"26332672","McElrath, Juliana","2015"
"26322580","McElrath, Juliana","2015"
"26277695","McElrath, Juliana","2015"
"26229114","McElrath, Juliana","2015"
"26180102","McElrath, Juliana","2015"
"26018159","McElrath, Juliana","2015"
"26006008","McElrath, Juliana","2015"
"25723536","McElrath, Juliana","2015"
"25653453","McElrath, Juliana","2015"
"25647729","McElrath, Juliana","2015"
"25635456","McElrath, Juliana","2015"
"26573076","McIntosh, Martin","2015"
"26523817","Milano, Filippo","2015"
"26485444","Milano, Filippo","2015"
"25795270","Milano, Filippo","2015"
"26485645","Moens, Cecilia","2015"
"26160902","Moens, Cecilia","2015"
"26153617","Moens, Cecilia","2015"
"26116173","Moens, Cecilia","2015"
"25886285","Moens, Cecilia","2015"
"25867848","Moens, Cecilia","2015"
"26181192","Nghiem, Paul","2015"
"26067317","Nghiem, Paul","2015"
"25908228","Nghiem, Paul","2015"
"25882464","Nghiem, Paul","2015"
"26486633","Phipps, Warren","2015"
"25844696","Phipps, Warren","2015"
"25686274","Pollack, Seth","2015"
"26653891","Prlic, Martin","2015"
"26576864","Sandmaier, Brenda","2015"
"26338894","Sandmaier, Brenda","2015"
"26207349","Sandmaier, Brenda","2015"
"26194447","Sandmaier, Brenda","2015"
"26133610","Sandmaier, Brenda","2015"
"25983023","Sandmaier, Brenda","2015"
"25945807","Sandmaier, Brenda","2015"
"25919226","Sandmaier, Brenda","2015"
"25862589","Sandmaier, Brenda","2015"
"25795719","Sandmaier, Brenda","2015"
"25628467","Sandmaier, Brenda","2015"
"26359256","Specht, Jennifer","2015"
"26025883","Specht, Jennifer","2015"
"26705195","Stoddard, Barry","2015"
"26675735","Stoddard, Barry","2015"
"26650357","Stoddard, Barry","2015"
"25775555","Stoddard, Barry","2015"
"25607366","Stoddard, Barry","2015"
"25580576","Stoddard, Barry","2015"
"25408403","Stoddard, Barry","2015"
"25888644","Taylor, Justin","2015"
"25712216","Taylor, Justin","2015"
"25636798","Taylor, Justin","2015"
"26343387","Thompson, John","2015"
"26492567","Till, Brian","2015"
"26455717","Till, Brian","2015"
"26348890","Till, Brian","2015"
"25628467","Till, Brian","2015"
"26694896","Walter, Roland","2015"
"26668349","Walter, Roland","2015"
"26637776","Walter, Roland","2015"
"26568032","Walter, Roland","2015"
"26504183","Walter, Roland","2015"
"26487643","Walter, Roland","2015"
"26355382","Walter, Roland","2015"
"26305211","Walter, Roland","2015"
"26160876","Walter, Roland","2015"
"26010105","Walter, Roland","2015"
"26001694","Walter, Roland","2015"
"25854284","Walter, Roland","2015"
"25825478","Walter, Roland","2015"
"25795719","Walter, Roland","2015"
"25732155","Walter, Roland","2015"
"25631772","Walter, Roland","2015"
"25545153","Walter, Roland","2015"
"26633769","Barnabas, Ruanne","2015"
"26633768","Barnabas, Ruanne","2015"
"26422999","Barnabas, Ruanne","2015"
"26262889","Barnabas, Ruanne","2015"
"26198348","Barnabas, Ruanne","2015"
"26142452","Barnabas, Ruanne","2015"
"25923366","Barnabas, Ruanne","2015"
"25884936","Barnabas, Ruanne","2015"
"26566535","Bender Ignacio, Rachel","2015"
"26213693","Bender Ignacio, Rachel","2015"
"26044291","Bender Ignacio, Rachel","2015"
"25908228","Bhatia, Shailender","2015"
"26616262","Chen, Chu","2015"
"26606540","Chen, Chu","2015"
"26590902","Chen, Chu","2015"
"26447150","Chen, Chu","2015"
"26363033","Chen, Chu","2015"
"26247464","Chen, Chu","2015"
"26228584","Chen, Chu","2015"
"26199339","Chen, Chu","2015"
"25852020","Chen, Chu","2015"
"25748358","Chen, Chu","2015"
"25613428","Chen, Chu","2015"
"26537573","Chung, Michael","2015"
"26536366","Chung, Michael","2015"
"26473640","Chung, Michael","2015"
"25820067","Corey, Larry","2015"
"26658285","Emerman, Michael","2015"
"26394054","Emerman, Michael","2015"
"26382989","Fitzmaurice, Christina","2015"
"26181261","Fitzmaurice, Christina","2015"
"26717411","Frenkel, Lisa","2015"
"26537573","Frenkel, Lisa","2015"
"26519647","Frenkel, Lisa","2015"
"25587020","Frenkel, Lisa","2015"
"26719279","Gale, Michael","2015"
"26687364","Gale, Michael","2015"
"26676770","Gale, Michael","2015"
"26443454","Gale, Michael","2015"
"26378160","Gale, Michael","2015"
"26363049","Gale, Michael","2015"
"26342030","Gale, Michael","2015"
"26311867","Gale, Michael","2015"
"26297789","Gale, Michael","2015"
"26004174","Gale, Michael","2015"
"25997992","Gale, Michael","2015"
"25988887","Gale, Michael","2015"
"25944860","Gale, Michael","2015"
"25904743","Gale, Michael","2015"
"25879290","Gale, Michael","2015"
"25816776","Gale, Michael","2015"
"25749629","Gale, Michael","2015"
"25734423","Gale, Michael","2015"
"26597435","Gantt, Soren","2015"
"26519647","Gantt, Soren","2015"
"26716879","Geballe, Adam","2015"
"26202237","Geballe, Adam","2015"
"26702772","Grady, William","2015"
"26545406","Grady, William","2015"
"26480326","Grady, William","2015"
"26216839","Grady, William","2015"
"26186366","Grady, William","2015"
"26021206","Grady, William","2015"
"25994221","Grady, William","2015"
"25921376","Grady, William","2015"
"25637381","Grady, William","2015"
"27189416","Grady, William","2015"
"26562696","Hawes, Stephen","2015"
"26553908","Hawes, Stephen","2015"
"26529509","Hawes, Stephen","2015"
"26415892","Hawes, Stephen","2015"
"26338814","Hawes, Stephen","2015"
"26195455","Hawes, Stephen","2015"
"26138322","Hawes, Stephen","2015"
"26071614","Hawes, Stephen","2015"
"25976733","Hawes, Stephen","2015"
"25914409","Hawes, Stephen","2015"
"25592774","Hawes, Stephen","2015"
"25575897","Hawes, Stephen","2015"
"26380071","Hladik, Florian","2015"
"26118309","Hladik, Florian","2015"
"26077233","Hladik, Florian","2015"
"25647729","Hladik, Florian","2015"
"26718067","Jerome, Keith","2015"
"26611228","Jerome, Keith","2015"
"26519647","Jerome, Keith","2015"
"26372270","Jerome, Keith","2015"
"26106035","Jerome, Keith","2015"
"26080419","Jerome, Keith","2015"
"25918347","Jerome, Keith","2015"
"25821919","Jerome, Keith","2015"
"25593338","Jerome, Keith","2015"
"26844156","Ko, Linda","2015"
"26571309","Koelle, David","2015"
"26041292","Koelle, David","2015"
"26018166","Koelle, David","2015"
"26018161","Koelle, David","2015"
"25857935","Koelle, David","2015"
"25784732","Koelle, David","2015"
"26597759","Lagunoff, Michael","2015"
"26197457","Lagunoff, Michael","2015"
"25812764","Lagunoff, Michael","2015"
"25709648","Lagunoff, Michael","2015"
"25572594","Lagunoff, Michael","2015"
"26718418","Lampe, Johanna","2015"
"26697360","Lampe, Johanna","2015"
"26585118","Lampe, Johanna","2015"
"26529669","Lampe, Johanna","2015"
"26491126","Lampe, Johanna","2015"
"26165375","Lampe, Johanna","2015"
"26156741","Lampe, Johanna","2015"
"25927723","Lampe, Johanna","2015"
"25719429","Lampe, Johanna","2015"
"25648736","Lampe, Johanna","2015"
"26656702","Lingappa, Jaisri","2015"
"26241630","Madeleine, Margaret","2015"
"25575645","Madeleine, Margaret","2015"
"26680200","Malik, Harmit","2015"
"26658285","Malik, Harmit","2015"
"26241139","Malik, Harmit","2015"
"26229113","Malik, Harmit","2015"
"26182081","Malik, Harmit","2015"
"26151671","Malik, Harmit","2015"
"25680097","Malik, Harmit","2015"
"26588775","McGuire, Andrew","2015"
"26091035","McGuire, Andrew","2015"
"26720412","Mugo, Nelly","2015"
"26578538","Mugo, Nelly","2015"
"26544706","Mugo, Nelly","2015"
"26473640","Mugo, Nelly","2015"
"26301703","Mugo, Nelly","2015"
"26142452","Mugo, Nelly","2015"
"26103095","Mugo, Nelly","2015"
"25587020","Mugo, Nelly","2015"
"25531343","Mugo, Nelly","2015"
"26613093","Overbaugh, Julie","2015"
"26518046","Overbaugh, Julie","2015"
"26491157","Overbaugh, Julie","2015"
"26418086","Overbaugh, Julie","2015"
"26237099","Overbaugh, Julie","2015"
"26158467","Overbaugh, Julie","2015"
"26125141","Overbaugh, Julie","2015"
"26101933","Overbaugh, Julie","2015"
"26089353","Overbaugh, Julie","2015"
"26063421","Overbaugh, Julie","2015"
"25856755","Overbaugh, Julie","2015"
"25819584","Overbaugh, Julie","2015"
"25587020","Overbaugh, Julie","2015"
"27188527","Overbaugh, Julie","2015"
"26633463","Polyak, Stephen","2015"
"26186142","Polyak, Stephen","2015"
"25926649","Polyak, Stephen","2015"
"26844286","Ramsey, Scott","2015"
"26714555","Ramsey, Scott","2015"
"26638004","Ramsey, Scott","2015"
"26547931","Ramsey, Scott","2015"
"26482553","Ramsey, Scott","2015"
"26181165","Ramsey, Scott","2015"
"26118558","Ramsey, Scott","2015"
"26060225","Ramsey, Scott","2015"
"25987547","Ramsey, Scott","2015"
"25943596","Ramsey, Scott","2015"
"25847638","Ramsey, Scott","2015"
"25773551","Ramsey, Scott","2015"
"26568553","Rodriguez, Cristina","2015"
"25609822","Rose, Timothy","2015"
"26386038","Savan, Ram","2015"
"25890065","Savan, Ram","2015"
"26706667","Schwartz, Stephen","2015"
"26450505","Schwartz, Stephen","2015"
"26421222","Schwartz, Stephen","2015"
"26343387","Schwartz, Stephen","2015"
"26280359","Schwartz, Stephen","2015"
"26247464","Schwartz, Stephen","2015"
"26241630","Schwartz, Stephen","2015"
"26228584","Schwartz, Stephen","2015"
"26214755","Schwartz, Stephen","2015"
"26071614","Schwartz, Stephen","2015"
"25976733","Schwartz, Stephen","2015"
"25618792","Schwartz, Stephen","2015"
"25613428","Schwartz, Stephen","2015"
"26724383","Scott, John","2015"
"26687711","Scott, John","2015"
"26406118","Scott, John","2015"
"26283967","Scott, John","2015"
"26088133","Scott, John","2015"
"25882844","Scott, John","2015"
"25785716","Scott, John","2015"
"25765284","Scott, John","2015"
"25670860","Scott, John","2015"
"26585692","Smith, Jason","2015"
"26434441","Smith, Jason","2015"
"26428474","Smith, Jason","2015"
"26421983","Smith, Jason","2015"
"26286927","Smith, Jason","2015"
"25615436","Smith, Jason","2015"
"26588775","Stamatatos, Leonidas","2015"
"26091035","Stamatatos, Leonidas","2015"
"26004070","Stamatatos, Leonidas","2015"
"26686653","Stetson, Daniel","2015"
"26588779","Stetson, Daniel","2015"
"26405230","Stetson, Daniel","2015"
"26223655","Stetson, Daniel","2015"
"26844156","Thompson, Beti","2015"
"26621127","Thompson, Beti","2015"
"26141228","Thompson, Beti","2015"
"26063674","Thompson, Beti","2015"
"25934837","Thompson, Beti","2015"
"25905830","Thompson, Beti","2015"
"25002255","Thompson, Beti","2015"
"26704611","Wald, Anna","2015"
"26611228","Wald, Anna","2015"
"26578538","Wald, Anna","2015"
"26562701","Wald, Anna","2015"
"26486633","Wald, Anna","2015"
"26473030","Wald, Anna","2015"
"26143613","Wald, Anna","2015"
"26142452","Wald, Anna","2015"
"26110169","Wald, Anna","2015"
"26044291","Wald, Anna","2015"
"25928881","Wald, Anna","2015"
"25784732","Wald, Anna","2015"
"25653453","Wald, Anna","2015"
"26562696","Winer, Rachel","2015"
"26267875","Winer, Rachel","2015"
"26125096","Winer, Rachel","2015"
"25976733","Winer, Rachel","2015"
"25651924","Winer, Rachel","2015"
"26820741","Xi, Long Fu","2015"
"26562696","Xi, Long Fu","2015"
"26292291","Xi, Long Fu","2015"
"26564716","Yeh, Matthew","2015"
"26430540","Yeh, Matthew","2015"
"26410018","Yeh, Matthew","2015"
"26397348","Yeh, Matthew","2015"
"26386077","Yeh, Matthew","2015"
"26297252","Yeh, Matthew","2015"
"26259963","Yeh, Matthew","2015"
"26250514","Yeh, Matthew","2015"
"26230595","Yeh, Matthew","2015"
"26215390","Yeh, Matthew","2015"
"26119204","Yeh, Matthew","2015"
"26085907","Yeh, Matthew","2015"
"26029468","Yeh, Matthew","2015"
"26029465","Yeh, Matthew","2015"
"25934844","Yeh, Matthew","2015"
"25871618","Yeh, Matthew","2015"
"25759555","Yeh, Matthew","2015"
"25602798","Yeh, Matthew","2015"
"25560413","Yeh, Matthew","2015"
"28344987","Adair, Jennifer","2016"
"28297579","Adair, Jennifer","2016"
"27762266","Adair, Jennifer","2016"
"26958575","Adair, Jennifer","2016"
"28131665","Bansal, Aasthaa","2016"
"27838639","Bansal, Aasthaa","2016"
"27819066","Bansal, Aasthaa","2016"
"27020318","Bansal, Aasthaa","2016"
"26865591","Bansal, Aasthaa","2016"
"26825700","Bansal, Aasthaa","2016"
"26811521","Bansal, Aasthaa","2016"
"29492278","Bedford, Trevor","2016"
"27834632","Bedford, Trevor","2016"
"27814518","Bedford, Trevor","2016"
"27629034","Bedford, Trevor","2016"
"27057693","Bedford, Trevor","2016"
"26951657","Bedford, Trevor","2016"
"26938243","Bedford, Trevor","2016"
"26814962","Bedford, Trevor","2016"
"27680305","Bielas, Jason","2016"
"27550180","Bielas, Jason","2016"
"26753621","Bielas, Jason","2016"
"27794026","Biggins, Sue","2016"
"27156448","Biggins, Sue","2016"
"26982580","Biggins, Sue","2016"
"27959955","Bloom, Jesse","2016"
"27271655","Bloom, Jesse","2016"
"26978794","Bloom, Jesse","2016"
"27766851","Bradley, Philip","2016"
"28171552","Bradley, Robert","2016"
"27776121","Bradley, Robert","2016"
"27646533","Bradley, Robert","2016"
"27282250","Bradley, Robert","2016"
"27151974","Bradley, Robert","2016"
"27135740","Bradley, Robert","2016"
"27846073","Brown, Elizabeth","2016"
"27587788","Brown, Elizabeth","2016"
"27085419","Brown, Elizabeth","2016"
"26918545","Brown, Elizabeth","2016"
"26900902","Brown, Elizabeth","2016"
"26869051","Brown, Elizabeth","2016"
"26850270","Brown, Elizabeth","2016"
"28694879","Chen, Ying","2016"
"27846073","Chen, Ying","2016"
"27694481","Chen, Ying","2016"
"27424812","Chen, Ying","2016"
"27165742","Chen, Ying","2016"
"26859828","Chen, Ying","2016"
"27378290","Dai, James","2016"
"27486777","Dai, James","2016"
"27401570","Dai, James","2016"
"26866954","Dai, James","2016"
"27979914","Davidson, Nancy","2016"
"27247218","Davidson, Nancy","2016"
"28031191","Di, Chongzhi","2016"
"27858965","Di, Chongzhi","2016"
"27624874","Di, Chongzhi","2016"
"27513333","Di, Chongzhi","2016"
"27432919","Di, Chongzhi","2016"
"27863998","Donnell, Deborah","2016"
"27846073","Donnell, Deborah","2016"
"27708115","Donnell, Deborah","2016"
"27558421","Donnell, Deborah","2016"
"27552090","Donnell, Deborah","2016"
"27029778","Donnell, Deborah","2016"
"26990823","Donnell, Deborah","2016"
"26914909","Donnell, Deborah","2016"
"26731753","Donnell, Deborah","2016"
"26656786","Donnell, Deborah","2016"
"26361174","Donnell, Deborah","2016"
"28007786","Eisenman, Robert","2016"
"27860107","Eisenman, Robert","2016"
"27566402","Eisenman, Robert","2016"
"27298335","Eisenman, Robert","2016"
"26871632","Eisenman, Robert","2016"
"26766585","Eisenman, Robert","2016"
"27894707","Etzioni, Ruth","2016"
"27742670","Etzioni, Ruth","2016"
"27525122","Etzioni, Ruth","2016"
"27160230","Etzioni, Ruth","2016"
"27090976","Etzioni, Ruth","2016"
"27010943","Etzioni, Ruth","2016"
"27010657","Etzioni, Ruth","2016"
"26928463","Etzioni, Ruth","2016"
"28145099","Feng, Ziding","2016"
"27846218","Feng, Ziding","2016"
"27651837","Feng, Ziding","2016"
"27325561","Feng, Ziding","2016"
"27276420","Feng, Ziding","2016"
"27174589","Feng, Ziding","2016"
"27142338","Feng, Ziding","2016"
"27001493","Feng, Ziding","2016"
"26902887","Feng, Ziding","2016"
"27858965","Fong, Youyi","2016"
"27642502","Fong, Youyi","2016"
"27058981","Fong, Youyi","2016"
"28053850","Fredricks, David","2016"
"27449870","Fredricks, David","2016"
"27239563","Fredricks, David","2016"
"26969258","Fredricks, David","2016"
"26914908","Fredricks, David","2016"
"27925665","Galloway, Denise","2016"
"27560183","Galloway, Denise","2016"
"27448488","Galloway, Denise","2016"
"27423190","Galloway, Denise","2016"
"27281563","Galloway, Denise","2016"
"27246610","Galloway, Denise","2016"
"27224532","Galloway, Denise","2016"
"27121353","Galloway, Denise","2016"
"27974802","Ghajar, Cyrus","2016"
"28781713","Gilbert, Peter","2016"
"28154793","Gilbert, Peter","2016"
"27918612","Gilbert, Peter","2016"
"27858965","Gilbert, Peter","2016"
"27846073","Gilbert, Peter","2016"
"27662407","Gilbert, Peter","2016"
"27583368","Gilbert, Peter","2016"
"27037797","Gilbert, Peter","2016"
"27015273","Gilbert, Peter","2016"
"27007859","Gilbert, Peter","2016"
"26995733","Gilbert, Peter","2016"
"26863315","Gilbert, Peter","2016"
"26827165","Gilbert, Peter","2016"
"27331143","Gottardo, Raphael","2016"
"27281413","Gottardo, Raphael","2016"
"27115636","Gottardo, Raphael","2016"
"27077384","Gottardo, Raphael","2016"
"27061097","Gottardo, Raphael","2016"
"26865719","Gottardo, Raphael","2016"
"26861911","Gottardo, Raphael","2016"
"26812230","Gottardo, Raphael","2016"
